# Owned Arena pool for The Cabbage Merchant (mono-G identity, brawl-legal). Collection = DB export 2026-07-02 UNION snapshot verify-2026-09-10/arena-collection-0911.txt (2026-09-11) UNION the current deck decks/brawl/cabbage-merchant-current.txt (2026-09-18). Corpus = 2001 Cabbage Merchant decks (VPS, 2026-09-14).
# inc% = share of those decks running the card | lift = corpus lift vs baseline (higher = more commander-specific) | q = copies owned
# legality: legal = Brawl-legal per card DB | deck = in the current Arena Brawl deck (proven playable; DB may say otherwise) | side = in the current Arena sideboard pile (proven owned) | db:not_legal = owned but the card DB says not Brawl-legal (often stale for Arena-only additions; use only if you KNOW it is on Arena Brawl and flag it)
# inc% | lift | q | legality | name | cost | cmc | type | rarity | oracle

95.7 | 3.10 | 1 | deck | Peregrin Took | {2}{G} | 3 | Legendary Creature — Halfling Citizen | uncommon | If one or more tokens would be created under your control, those tokens plus an additional Food token are created instead. (It's an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.") Sacrifice three Foods: Draw a card.
0.8 | -0.05 | 4 | side | Pillar Launch | {G} | 1 | Instant | common | Target creature gets +2/+2 and gains reach until end of turn. Untap it.
0.8 | 1.47 | 1 | legal | Scrap Trawler | {3} | 3 | Artifact Creature — Construct | rare | Whenever this creature dies or another artifact you control is put into a graveyard from the battlefield, return to your hand target artifact card in your graveyard with lesser mana value.
0.8 | -1.91 | 1 | legal | Spelunking | {2}{G} | 3 | Enchantment | uncommon | When this enchantment enters, draw a card, then you may put a land card from your hand onto the battlefield. If you put a Cave onto the battlefield this way, you gain 4 life. Lands you control enter untapped.
0.8 | -1.20 | 2 | legal | Solemn Simulacrum | {4} | 4 | Artifact Creature — Golem | rare | When this creature enters, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle. When this creature dies, you may draw a card.
0.8 | 1.03 | 4 | legal | West Wind Avatar | {5}{G}{G} | 7 | Creature — Cat Spirit Avatar | uncommon | Trample Whenever this creature enters or attacks, you may sacrifice a token or a land. If you do, you gain 3 life. Disappear — At the beginning of your end step, if a permanent left the battlefield under your control this turn, draw a card.
0.8 | -1.93 | 2 | legal | Blossoming Defense | {G} | 1 | Instant | uncommon | Target creature you control gets +2/+2 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)
0.8 | 0.82 | 4 | legal | Turtle-Duck | {G} | 1 | Creature — Turtle Bird | common | {3}: Until end of turn, this creature has base power 4 and gains trample.
0.8 | -1.65 | 1 | legal | Broken Bond | {1}{G} | 2 | Sorcery | common | Destroy target artifact or enchantment. You may put a land card from your hand onto the battlefield.
0.8 | -0.56 | 1 | legal | Solid Ground | {3}{G} | 4 | Enchantment | uncommon | When this enchantment enters, earthbend 3. (Target land you control becomes a 0/0 creature with haste that's still a land. Put three +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.) If one or more +1/+1 counters would be put on a permanent you control, that many plus one +1/+1 counters are put on it instead.
0.7 | -0.07 | 2 | legal | Adventurer's Inn |  | 0 | Land — Town | common | When this land enters, you gain 2 life. {T}: Add {C}.
0.7 | -1.22 | 4 | legal | Biosynthic Burst | {1}{G} | 2 | Instant | common | Put a +1/+1 counter on target creature you control. It gains reach, trample, and indestructible until end of turn. Untap it. (Damage and effects that say "destroy" don't destroy it.)
0.7 | 0.44 | 4 | legal | Haru, Hidden Talent | {1}{G} | 2 | Legendary Creature — Human Peasant Ally | uncommon | Whenever another Ally you control enters, earthbend 1. (Target land you control becomes a 0/0 creature with haste that's still a land. Put a +1/+1 counter on it. When it dies or is exiled, return it to the battlefield tapped.)
0.7 | -2.67 | 1 | legal | Evolution Sage | {2}{G} | 3 | Creature — Elf Druid | uncommon | Landfall — Whenever a land you control enters, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
0.7 | -1.86 | 1 | legal | Nissa, Resurgent Animist | {2}{G} | 3 | Legendary Creature — Elf Scout | mythic | Landfall — Whenever a land you control enters, add one mana of any color. Then if this is the second time this ability has resolved this turn, reveal cards from the top of your library until you reveal an Elf or Elemental card. Put that card into your hand and the rest on the bottom of your library in a random order.
0.7 | -1.62 | 1 | legal | Arid Archway |  | 0 | Land — Desert | uncommon | This land enters tapped. When this land enters, return a land you control to its owner's hand. If another Desert was returned this way, surveil 1. (Look at the top card of your library. You may put it into your graveyard.) {T}: Add {C}{C}.
0.7 | -0.71 | 1 | legal | Cache Grab | {1}{G} | 2 | Instant | common | Mill four cards. You may put a permanent card from among the cards milled this way into your hand. If you control a Squirrel or returned a Squirrel card to your hand this way, create a Food token. (To mill four cards, put the top four cards of your library into your graveyard. A Food token is an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.")
0.7 | -1.26 | 4 | side | Noxious Newt | {1}{G} | 2 | Creature — Salamander | common | Deathtouch {T}: Add {G}.
0.7 | -1.31 | 1 | legal | Strength of Will | {1}{G} | 2 | Instant | rare | Until end of turn, target creature you control gains indestructible and "Whenever this creature is dealt damage, put that many +1/+1 counters on it."
0.7 | -1.60 | 1 | side/db:not_legal | Brawn | {3}{G} | 4 | Creature — Incarnation | uncommon | Trample As long as this card is in your graveyard and you control a Forest, creatures you control have trample.
0.7 | -0.88 | 4 | legal | The Boulder, Ready to Rumble | {3}{G} | 4 | Legendary Creature — Human Warrior Performer | uncommon | Whenever The Boulder attacks, earthbend X, where X is the number of creatures you control with power 4 or greater. (Target land you control becomes a 0/0 creature with haste that's still a land. Put X +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)
0.7 | -0.38 | 1 | side | Gilded Lotus | {5} | 5 | Artifact | rare | {T}: Add three mana of any one color.
0.7 | -1.28 | 1 | side/db:not_legal | Regal Behemoth | {4}{G}{G} | 6 | Creature — Dinosaur | rare | Trample When this creature enters, you become the monarch. Whenever you tap a land for mana while you're the monarch, add an additional one mana of any color.
0.7 | 0.52 | 4 | side | Saber-Tooth Moose-Lion | {4}{G}{G} | 6 | Creature — Elk Cat | common | Reach Forestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, put it into your hand, then shuffle.)
0.6 | -1.73 | 1 | legal | Thespian's Stage |  | 0 | Land | rare | {T}: Add {C}. {2}, {T}: This land becomes a copy of target land, except it has this ability.
0.6 | -1.97 | 1 | db:not_legal | Druid Class | {1}{G} | 2 | Enchantment — Class | uncommon | (Gain the next level as a sorcery to add its ability.) Landfall — Whenever a land you control enters, you gain 1 life. {2}{G}: Level 2 You may play an additional land on each of your turns. {4}{G}: Level 3 When this Class becomes level 3, target land you control becomes a creature with haste and "This creature's power and toughness are each equal to the number of lands you control." It's still a land.
0.6 | -0.23 | 2 | side | Bioengineered Future | {1}{G}{G} | 3 | Enchantment | rare | When this enchantment enters, create a Lander token. (It's an artifact with "{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.") Each creature you control enters with an additional +1/+1 counter on it for each land that entered the battlefield under your control this turn.
0.6 | -1.61 | 1 | side/db:not_legal | Harvest Season | {2}{G} | 3 | Sorcery | rare | Search your library for up to X basic land cards, where X is the number of tapped creatures you control, put those cards onto the battlefield tapped, then shuffle.
0.6 | -2.93 | 1 | side | Hunter's Insight | {2}{G} | 3 | Instant | uncommon | Choose target creature you control. Whenever that creature deals combat damage to a player or planeswalker this turn, draw that many cards.
0.6 | -1.27 | 1 | deck | Oviya, Automech Artisan | {3}{G} | 4 | Legendary Creature — Human Artificer | rare | Each creature that's attacking one of your opponents has trample. {G}, {T}: You may put a creature or Vehicle card from your hand onto the battlefield. If you put an artifact onto the battlefield this way, put two +1/+1 counters on it.
0.6 | 1.39 | 4 | legal | Planetarium of Wan Shi Tong | {6} | 6 | Legendary Artifact | mythic | {1}, {T}: Scry 2. Whenever you scry or surveil, look at the top card of your library. You may cast that card without paying its mana cost. Do this only once each turn. (Look at the card after you scry or surveil.)
0.6 | -1.36 | 1 | legal | Oakhollow Village |  | 0 | Land | uncommon | {T}: Add {C}. {T}: Add {G}. Spend this mana only to cast a creature spell. {G}, {T}: Put a +1/+1 counter on each Frog, Rabbit, Raccoon, or Squirrel you control that entered the battlefield this turn.
0.6 | -0.61 | 1 | side/db:not_legal | Abundant Growth | {G} | 1 | Enchantment — Aura | common | Enchant land When this Aura enters, draw a card. Enchanted land has "{T}: Add one mana of any color."
0.6 | -1.56 | 1 | legal | Berserk | {G} | 1 | Instant | mythic | Cast this spell only before the combat damage step. Target creature gains trample and gets +X/+0 until end of turn, where X is its power. At the beginning of the next end step, destroy that creature if it attacked this turn.
0.6 | -1.64 | 1 | side | Primal Might | {X}{G} | 1 | Sorcery | rare | Target creature you control gets +X/+X until end of turn. Then it fights up to one target creature you don't control. (Each deals damage equal to its power to the other.)
0.6 | -1.28 | 2 | side | Wildwood Scourge | {X}{G} | 1 | Creature — Hydra | uncommon | This creature enters with X +1/+1 counters on it. Whenever one or more +1/+1 counters are put on another non-Hydra creature you control, put a +1/+1 counter on this creature.
0.6 | -2.22 | 4 | legal | Bite Down | {1}{G} | 2 | Instant | common | Target creature you control deals damage equal to its power to target creature or planeswalker you don't control.
0.6 | -1.64 | 1 | legal | Chatterstorm | {1}{G} | 2 | Sorcery | common | Create a 1/1 green Squirrel creature token. Storm (When you cast this spell, copy it for each spell cast before it this turn.)
0.6 | 0.73 | 4 | legal | Great Divide Guide | {1}{G} | 2 | Creature — Human Scout Ally | rare | Each land and Ally you control has "{T}: Add one mana of any color."
0.6 | -1.66 | 1 | legal | Tangled Florahedron // Tangled Vale | {1}{G} | 2 | Creature — Elemental // Land | uncommon | {T}: Add {G}. // This land enters tapped. {T}: Add {G}.
0.6 | -2.77 | 4 | legal | Wood Elves | {2}{G} | 3 | Creature — Elf Scout | common | When this creature enters, search your library for a Forest card, put that card onto the battlefield, then shuffle.
0.6 | 1.22 | 4 | legal | Foggy Swamp Vinebender | {3}{G} | 4 | Creature — Human Plant Ally | common | This creature can't be blocked by creatures with power 2 or less. Waterbend {5}: Put a +1/+1 counter on this creature. Activate only during your turn. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
0.6 | -2.07 | 4 | legal | Planar Engineering | {3}{G} | 4 | Sorcery | rare | Sacrifice two lands. Search your library for four basic land cards, put them onto the battlefield tapped, then shuffle.
0.6 | 0.53 | 3 | legal | The Notary Hobbits | {3}{G}{G} | 5 | Legendary Creature — Halfling Advisor | rare | When The Notary Hobbits enter, if they're not a token, create two tokens that are copies of them, except the tokens aren't legendary. {T}: Add {C} for each Halfling you control.
0.5 | -1.48 | 1 | legal | Dark Depths |  | 0 | Legendary Snow Land | mythic | Dark Depths enters with ten ice counters on it. {3}: Remove an ice counter from Dark Depths. When Dark Depths has no ice counters on it, sacrifice it. If you do, create Marit Lage, a legendary 20/20 black Avatar creature token with flying and indestructible.
0.5 | -0.47 | 1 | legal | Analyze the Pollen | {G} | 1 | Sorcery | rare | As an additional cost to cast this spell, you may collect evidence 8. (Exile cards with total mana value 8 or greater from your graveyard.) Search your library for a basic land card. If evidence was collected, instead search your library for a creature or land card. Reveal that card, put it into your hand, then shuffle.
0.5 | -1.53 | 1 | legal | Glimpse of Nature | {G} | 1 | Sorcery | rare | Whenever you cast a creature spell this turn, draw a card.
0.5 | 1.19 | 4 | legal | Aang's Journey | {2} | 2 | Sorcery — Lesson | common | Kicker {2} (You may pay an additional {2} as you cast this spell.) Search your library for a basic land card. If this spell was kicked, instead search your library for a basic land card and a Shrine card. Reveal those cards, put them into your hand, then shuffle. You gain 2 life.
0.5 | 0.96 | 4 | legal | Burrog Barrage | {1}{G} | 2 | Instant | common | Target creature you control gets +1/+0 until end of turn if you've cast another instant or sorcery spell this turn. Then it deals damage equal to its power to up to one target creature an opponent controls.
0.5 | -1.17 | 4 | side | Frog Butler | {1}{G} | 2 | Creature — Frog Spirit | common | Deathtouch {T}: Add one mana of any color. {2}: This creature gains reach until end of turn.
0.5 | -1.56 | 1 | legal | Tifa Lockhart | {1}{G} | 2 | Legendary Creature — Human Monk | rare | Trample Landfall — Whenever a land you control enters, double Tifa Lockhart's power until end of turn.
0.5 | -1.31 | 1 | legal | Ashnod's Altar | {3} | 3 | Artifact | uncommon | Sacrifice a creature: Add {C}{C}.
0.5 | 0.25 | 4 | legal | Walltop Sentries | {2}{G} | 3 | Creature — Human Soldier Ally | common | Reach, deathtouch When this creature dies, if there's a Lesson card in your graveyard, you gain 2 life.
0.5 | 0.46 | 4 | legal | Diligent Zookeeper | {3}{G} | 4 | Creature — Human Citizen Ally | rare | Each non-Human creature you control gets +1/+1 for each of its creature types, to a maximum of 10.
0.5 | -2.16 | 2 | side | Gigantosaurus | {G}{G}{G}{G}{G} | 5 | Creature — Dinosaur | rare | 
0.5 | -2.21 | 4 | deck | Escape Tunnel |  | 0 | Land | common | {T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle. {T}, Sacrifice this land: Target creature with power 2 or less can't be blocked this turn.
0.5 | -0.58 | 4 | side | Gene Pollinator | {G} | 1 | Artifact Creature — Robot Insect | common | {T}, Tap an untapped permanent you control: Add one mana of any color.
0.5 | -1.36 | 4 | legal | Springleaf Drum | {1} | 1 | Artifact | uncommon | {T}, Tap an untapped creature you control: Add one mana of any color.
0.5 | -0.06 | 1 | side | Animal Attendant | {1}{G} | 2 | Creature — Human Citizen | uncommon | {T}: Add one mana of any color. If that mana is spent to cast a non-Human creature spell, that creature enters with an additional +1/+1 counter on it.
0.5 | -2.10 | 1 | legal | Crashing Drawbridge | {2} | 2 | Artifact Creature — Wall | common | Defender {T}: Creatures you control gain haste until end of turn.
0.5 | -1.16 | 1 | legal | Gaea's Blessing | {1}{G} | 2 | Sorcery | uncommon | Target player shuffles up to three target cards from their graveyard into their library. Draw a card. When this card is put into your graveyard from your library, shuffle your graveyard into your library.
0.5 | -0.99 | 4 | legal | Michelangelo, Weirdness to 11 | {1}{G} | 2 | Legendary Creature — Mutant Ninja Turtle | rare | When Michelangelo enters, create a Mutagen token. (It's an artifact with "{1}, {T}, Sacrifice this token: Put a +1/+1 counter on target creature. Activate only as a sorcery.") If one or more +1/+1 counters would be put on a creature you control, that many plus one +1/+1 counters are put on it instead.
0.5 | -3.04 | 2 | legal | Colossal Majesty | {2}{G} | 3 | Enchantment | uncommon | At the beginning of your upkeep, if you control a creature with power 4 or greater, draw a card.
0.5 | -2.69 | 1 | legal | Kami of Whispered Hopes | {2}{G} | 3 | Creature — Spirit | uncommon | If one or more +1/+1 counters would be put on a permanent you control, that many plus one +1/+1 counters are put on that permanent instead. {T}: Add X mana of any one color, where X is this creature's power.
0.5 | -0.90 | 1 | legal | Lizard, Connors's Curse | {2}{G}{G} | 4 | Legendary Creature — Lizard Villain | rare | Trample Lizard Formula — When Lizard, Connors's Curse enters, up to one other target creature loses all abilities and becomes a green Lizard creature with base power and toughness 4/4.
0.5 | -1.37 | 1 | legal | Panharmonicon | {4} | 4 | Artifact | rare | If an artifact or creature entering causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.
0.5 | -0.82 | 1 | legal | Cracked Earth Technique | {4}{G} | 5 | Sorcery — Lesson | uncommon | Earthbend 3, then earthbend 3. You gain 3 life. (To earthbend 3, target land you control becomes a 0/0 creature with haste that's still a land. Put three +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)
0.5 | 0.52 | 1 | legal | Myr Battlesphere | {7} | 7 | Artifact Creature — Myr Construct | rare | When this creature enters, create four 1/1 colorless Myr artifact creature tokens. Whenever this creature attacks, you may tap X untapped Myr you control. If you do, this creature gets +X/+0 until end of turn and deals X damage to the player or planeswalker it's attacking.
0.5 | -1.88 | 2 | legal | Famished Worldsire | {5}{G}{G}{G} | 8 | Creature — Leviathan | mythic | Ward {3} Devour land 3 (As this creature enters, you may sacrifice any number of lands. It enters with three times that many +1/+1 counters on it.) When this creature enters, look at the top X cards of your library, where X is this creature's power. Put any number of land cards from among them onto the battlefield tapped, then shuffle.
0.4 | -1.17 | 1 | deck | Nesting Grounds |  | 0 | Land | rare | {T}: Add {C}. {1}, {T}: Move a counter from target permanent you control onto a second target permanent. Activate only as a sorcery.
0.4 | -1.93 | 4 | legal | Vibrant Cityscape |  | 0 | Land | common | {T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
0.4 | -0.63 | 1 | legal | Commune with Beavers | {G} | 1 | Sorcery | common | Look at the top three cards of your library. You may reveal an artifact, creature, or land card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
0.4 | -1.79 | 4 | legal | Virulent Emissary | {G} | 1 | Creature — Elf Assassin | uncommon | Deathtouch Whenever another creature you control enters, you gain 1 life.
0.4 | -0.53 | 2 | legal | Basking Broodscale | {1}{G} | 2 | Creature — Eldrazi Lizard | common | Devoid (This card has no color.) {1}{G}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.) Whenever one or more +1/+1 counters are put on this creature, you may create a 0/1 colorless Eldrazi Spawn creature token with "Sacrifice this token: Add {C}."
0.4 | 0.04 | 2 | legal | Beastrider Vanguard | {1}{G} | 2 | Creature — Human Knight | common | {4}{G}: Look at the top three cards of your library. You may reveal a permanent card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
0.4 | -0.54 | 1 | legal | Eumidian Terrabotanist | {1}{G} | 2 | Creature — Insect Druid | uncommon | Landfall — Whenever a land you control enters, you gain 1 life.
0.4 | -0.14 | 4 | legal | Glorious Decay | {1}{G} | 2 | Instant | common | Choose one — • Destroy target artifact. • Glorious Decay deals 4 damage to target creature with flying. • Exile target card from a graveyard. Draw a card.
0.4 | 0.11 | 1 | legal | Mesmeric Orb | {2} | 2 | Artifact | rare | Whenever a permanent becomes untapped, that permanent's controller mills a card.
0.4 | -0.30 | 2 | legal | Seedship Impact | {1}{G} | 2 | Instant | uncommon | Destroy target artifact or enchantment. If its mana value was 2 or less, create a Lander token. (It's an artifact with "{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.")
0.4 | -1.86 | 1 | deck | Lifeblood Hydra | {X}{G}{G}{G} | 3 | Creature — Hydra | rare | Trample This creature enters with X +1/+1 counters on it. When this creature dies, you gain life and draw cards equal to its power.
0.4 | -1.54 | 1 | legal | Lumbering Worldwagon | {2}{G} | 3 | Artifact — Vehicle | rare | This Vehicle's power is equal to the number of lands you control. Whenever this Vehicle enters or attacks, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle. Crew 4
0.4 | -2.15 | 2 | legal | Tyvar, the Pummeler | {1}{G}{G} | 3 | Legendary Creature — Elf Warrior | mythic | Tap another untapped creature you control: Tyvar gains indestructible until end of turn. Tap it. {3}{G}{G}: Creatures you control get +X/+X until end of turn, where X is the greatest power among creatures you control.
0.4 | -0.83 | 1 | legal | Meteor Golem | {7} | 7 | Artifact Creature — Golem | uncommon | When this creature enters, destroy target nonland permanent an opponent controls.
0.4 | -0.60 | 1 | side | Cityscape Leveler | {8} | 8 | Artifact Creature — Construct | mythic | Trample When you cast this spell and whenever this creature attacks, destroy up to one target nonland permanent. Its controller creates a tapped Powerstone token. Unearth {8}
0.4 | -0.48 | 1 | legal | Web of Life and Destiny | {6}{G}{G} | 8 | Enchantment | mythic | Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) At the beginning of combat on your turn, look at the top five cards of your library. You may put a creature card from among them onto the battlefield. Put the rest on the bottom of your library in a random order.
0.4 | -1.43 | 1 | deck | Ash Barrens |  | 0 | Land | common | {T}: Add {C}. Basic landcycling {1} ({1}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)
0.4 | -2.69 | 1 | legal | Cabaretti Courtyard |  | 0 | Land | common | When this land enters, sacrifice it. When you do, search your library for a basic Mountain, Forest, or Plains card, put it onto the battlefield tapped, then shuffle and you gain 1 life.
0.4 | -0.53 | 3 | legal | Celestial Reunion | {X}{G} | 1 | Sorcery | mythic | As an additional cost to cast this spell, you may choose a creature type and behold two creatures of that type. Search your library for a creature card with mana value X or less, reveal it, put it into your hand, then shuffle. If this spell's additional cost was paid and the revealed card is the chosen type, put that card onto the battlefield instead of putting it into your hand.
0.4 | -0.90 | 2 | legal | Elven Farsight | {G} | 1 | Sorcery | common | Scry 3, then you may reveal the top card of your library. If a creature card is revealed this way, draw a card.
0.4 | 0.04 | 4 | legal | Sami's Curiosity | {G} | 1 | Sorcery | common | You gain 2 life. Create a Lander token. (It's an artifact with "{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.")
0.4 | -1.16 | 1 | legal | Bramble Familiar // Fetch Quest | {1}{G} // {5}{G}{G} | 2 | Creature — Elemental Raccoon // Sorcery — Adventure | rare | {T}: Add {G}. {1}{G}, {T}, Discard a card: Return this creature to its owner's hand. // Mill seven cards. Then put a creature, enchantment, or land card from among the milled cards onto the battlefield.
0.4 | -0.54 | 1 | legal | Kozilek's Command | {X}{C}{C} | 2 | Kindred Instant — Eldrazi | rare | Choose two — • Target player creates X 0/1 colorless Eldrazi Spawn creature tokens with "Sacrifice this token: Add {C}." • Target player scries X, then draws a card. • Exile target creature with mana value X or less. • Exile up to X target cards from graveyards.
0.4 | -1.59 | 1 | side | Malevolent Rumble | {1}{G} | 2 | Sorcery | common | Reveal the top four cards of your library. You may put a permanent card from among them into your hand. Put the rest into your graveyard. Create a 0/1 colorless Eldrazi Spawn creature token with "Sacrifice this token: Add {C}."
0.4 | 1.33 | 1 | legal | Painter's Servant | {2} | 2 | Artifact Creature — Scarecrow | rare | As this creature enters, choose a color. All cards that aren't on the battlefield, spells, and permanents are the chosen color in addition to their other colors.
0.4 | -1.19 | 1 | legal | Spinning Wheel Kick | {X}{X}{G}{G} | 2 | Sorcery | uncommon | Target creature you control deals damage equal to its power to each of X target creatures and/or planeswalkers.
0.4 | 1.64 | 1 | legal | Ant-Man's Army | {2}{G} | 3 | Creature — Insect | common | When this creature enters, create a Food token or a Treasure token. (A Food token is an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life." A Treasure token is an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
0.4 | -3.08 | 2 | side | Elvish Archdruid | {1}{G}{G} | 3 | Creature — Elf Druid | rare | Other Elf creatures you control get +1/+1. {T}: Add {G} for each Elf you control.
0.4 | -1.20 | 4 | legal | Earth Rumble | {3}{G} | 4 | Sorcery | uncommon | Earthbend 2. When you do, up to one target creature you control fights target creature an opponent controls. (To earthbend 2, target land you control becomes a 0/0 creature with haste that's still a land. Put two +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped. Creatures that fight each deal damage equal to their power to the other.)
0.4 | -0.56 | 1 | legal | Hedron Archive | {4} | 4 | Artifact | uncommon | {T}: Add {C}{C}. {2}, {T}, Sacrifice this artifact: Draw two cards.
0.4 | -2.82 | 1 | legal | Acidic Slime | {3}{G}{G} | 5 | Creature — Ooze | uncommon | Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.) When this creature enters, destroy target artifact, enchantment, or land.
0.4 | -0.99 | 4 | side | Elemental Teachings | {4}{G} | 5 | Instant — Lesson | rare | Search your library for up to four land cards with different names and reveal them. An opponent chooses two of those cards. Put the chosen cards into your graveyard and the rest onto the battlefield tapped, then shuffle.
0.4 | 3.49 | 2 | legal | Magnetic Snuffler | {5} | 5 | Artifact Creature — Construct | uncommon | When this creature enters, return target Equipment card from your graveyard to the battlefield attached to this creature. Whenever you sacrifice an artifact, put a +1/+1 counter on this creature.
0.4 | -1.53 | 1 | legal | Overlord of the Hauntwoods | {3}{G}{G} | 5 | Enchantment Creature — Avatar Horror | mythic | Impending 4—{1}{G}{G} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.) Whenever this permanent enters or attacks, create a tapped colorless land token named Everywhere that is every basic land type.
0.4 | 0.41 | 4 | legal | Zuko's Exile | {5} | 5 | Instant — Lesson | common | Exile target artifact, creature, or enchantment. Its controller creates a Clue token. (It's an artifact with "{2}, Sacrifice this token: Draw a card.")
0.4 | 0.10 | 4 | legal | Bumi, King of Three Trials | {5}{G} | 6 | Legendary Creature — Human Noble Ally | uncommon | When Bumi enters, choose up to X, where X is the number of Lesson cards in your graveyard — • Put three +1/+1 counters on Bumi. • Target player scries 3. • Earthbend 3. (Target land you control becomes a 0/0 creature with haste that's still a land. Put three +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)
0.4 | -1.82 | 2 | legal | Glacier Godmaw | {5}{G}{G} | 7 | Creature — Leviathan | uncommon | Trample When this creature enters, create a Lander token. (It's an artifact with "{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.") Landfall — Whenever a land you control enters, creatures you control get +1/+1 and gain vigilance and haste until end of turn.
0.4 | -0.91 | 1 | legal | Diamond Weapon | {7}{G}{G} | 9 | Legendary Artifact Creature — Elemental | uncommon | This spell costs {1} less to cast for each permanent card in your graveyard. Reach Immune — Prevent all combat damage that would be dealt to Diamond Weapon.
0.3 | -2.73 | 1 | legal | Brokers Hideout |  | 0 | Land | common | When this land enters, sacrifice it. When you do, search your library for a basic Forest, Plains, or Island card, put it onto the battlefield tapped, then shuffle and you gain 1 life.
0.3 | -1.17 | 4 | legal | Adventurous Impulse | {G} | 1 | Sorcery | common | Look at the top three cards of your library. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
0.3 | -2.71 | 1 | legal | Gift of the Viper | {G} | 1 | Instant | common | Put a +1/+1 counter, a reach counter, and a deathtouch counter on target creature. Untap it.
0.3 | -2.35 | 4 | legal | Sazh's Chocobo | {G} | 1 | Creature — Bird | uncommon | Landfall — Whenever a land you control enters, put a +1/+1 counter on this creature.
0.3 | -1.41 | 1 | legal | Grapple with the Past | {1}{G} | 2 | Instant | common | Mill three cards, then you may return a creature or land card from your graveyard to your hand. (To mill three cards, put the top three cards of your library into your graveyard.)
0.3 | 1.63 | 1 | legal | Vengeant Earth | {1}{G} | 2 | Instant | common | Target creature or land you control becomes a 4/4 Elemental creature with haste in addition to its other types until end of turn. It must be blocked this turn if able.
0.3 | -0.86 | 3 | legal | Airship Crash | {2}{G} | 3 | Instant | common | Destroy target artifact, enchantment, or creature with flying. Cycling {2} ({2}, Discard this card: Draw a card.)
0.3 | 0.39 | 4 | legal | Michelangelo, Game Master | {2}{G} | 3 | Legendary Creature — Mutant Ninja Turtle | common | Disappear — At the beginning of your end step, if a permanent left the battlefield under your control this turn, put a +1/+1 counter on Michelangelo.
0.3 | 0.47 | 4 | legal | Shattered Wings | {2}{G} | 3 | Sorcery | common | Destroy target artifact, enchantment, or creature with flying. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
0.3 | -3.02 | 4 | legal | Springbloom Druid | {2}{G} | 3 | Creature — Elf Druid | common | When this creature enters, you may sacrifice a land. If you do, search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.
0.3 | -1.05 | 1 | legal | Supportive Parents | {2}{G} | 3 | Creature — Human Citizen | uncommon | Tap two untapped creatures you control: Add one mana of any color.
0.3 | -0.43 | 4 | legal | White Lotus Tile | {4} | 4 | Artifact | mythic | This artifact enters tapped. {T}: Add X mana of any one color, where X is the greatest number of creatures you control that have a creature type in common.
0.3 | 1.81 | 1 | legal | Hippo-Cows | {4}{G} | 5 | Creature — Hippo Ox | common | Trample (This creature can deal excess combat damage to the player it's attacking.)
0.3 | 1.17 | 4 | legal | Invasion Tactics | {4}{G} | 5 | Enchantment | uncommon | When this enchantment enters, creatures you control get +2/+2 until end of turn. Whenever one or more Allies you control deal combat damage to a player, draw a card.
